Name;Northing;Easting;Elevation;Waypoint;soil_moist;Average_so;F5cm;F10cm;F15cm;Soil_class;O_horizon;Kpa5;Kpa10;Kpa15;Prob;Classified
3837;7133271.59847;735828.30579;298.54153;3837;100;75;35;59;77;4;75;56.850714;65.424079;73.572318;97;2
3838;7133274.52149;735829.00012;303.57066;3838;100;75;43;60;84;4;75;48.295475;64.514782;68.346817;87;2
3839;7133284.39566;735823.85041;298.15284;3839;100;75;37;60;84;4;75;54.36507;64.514782;68.346817;85;2
3840;7133286.31588;735833.54738;303.61932;3840;100;75;48;69;85;4;75;44.396603;57.517155;67.670575;93;2
3841;7133292.39619;735834.95305;298.59116;3841;100;40;35;63;70;4;75;56.850714;61.960093;79.842919;87;2
3842;7133296.14153;735840.71832;300.52896;3842;100;50;52;66;68;4;75;41.817349;59.637648;81.871643;78;2
2914;7136409.53733;731097.28457;313.23479;2914;75;70;46;66;88;5;70;45.854442;59.637648;65.734066;95;2
2915;7136412.94371;731102.52603;318.22811;2915;100;65;17;42;52;3;65;105.54009;87.506988;103.71944;89;2
2916;7136415.6236;731101.34045;317.85593;2916;100;50;28;42;46;4;36;68.346817;87.506988;115.830719;92;2
2917;7136420.50619;731105.5806;313.79568;2917;100;40;32;52;56;3;65;61.161753;72.768395;97.087073;68;2
2918;7136422.23933;731107.19895;317.19676;2918;100;30;33;40;44;3;4;59.637648;91.339022;120.601828;65;2
2919;7136406.66281;731094.00344;314.13263;2919;100;50;47;63;80;5;70;45.110014;61.960093;71.220842;93;2
2920;7136399.16511;731093.81976;314.6806;2920;60;30;45;45;45;3;30;46.631956;82.397609;118.163261;66;2
2921;7136398.15;731089.95375;311.99832;2921;45;10;8;10;11;3;3;212.048099;332.757176;449.808402;45;1
2922;7136473.94098;731052.67092;318.75061;2922;100;70;58;86;117;5;70;38.615517;48.295475;52.134364;98;3
2923;7136473.0832;731048.05992;316.69869;2923;100;70;11;52;63;3;80;157.180337;72.768395;87.506988;98;3
2924;7136469.77471;731045.93358;317.5878;2924;100;70;23;58;81;4;70;80.84258;66.36473;70.475725;97;3
2925;7136468.97854;731040.68256;315.31481;2925;100;70;28;48;67;4;70;68.346817;77.926902;82.931424;97;3
2926;7136468.29102;731036.79874;320.91873;2926;100;70;24;42;58;5;70;77.926902;87.506988;94.113943;94;2
2927;7136463.76067;731029.90289;316.79006;2927;70;35;13;29;39;3;8;134.670485;121.863156;134.670485;40;1
2928;7136479.9523;731054.29236;321.09536;2928;100;70;29;50;80;5;70;66.36473;75.244478;71.220842;96;2
2929;7136482.70186;731056.59521;317.91094;2929;100;70;24;37;51;4;70;77.926902;97.863837;105.54009;95;2
2930;7136483.0622;731063.12999;316.52165;2930;60;35;11;21;31;3;40;157.180337;164.147672;166.619952;86;2
2931;7136485.11741;731065.60071;316.69059;2931;0;30;27;34;39;3;8;70.475725;105.54009;134.670485;38;1
3013;7137519.54869;731507.4819;296.42585;3013;100;50;78;78;78;5;50;31.500334;52.134364;72.768395;91;2
3014;7137521.33996;731503.86483;295.40338;3014;100;5;13;14;14;5;5;134.670485;240.788355;355.749381;91;2
3015;7137526.27187;731502.83803;299.94091;3015;100;5;7;7;7;3;5;240.788355;470.710407;700.632459;84;2
3016;7137517.89115;731511.47289;296.29016;3016;100;30;33;35;35;5;50;59.637648;102.835124;148.819535;94;2
3017;7137516.9973;731514.62596;299.10534;3017;100;7;7;7;7;5;7;240.788355;470.710407;700.632459;92;2
3018;7137513.3096;731518.97841;295.68495;3018;100;7;5;6;6;4;10;332.757176;547.351091;815.593485;80;2
3307;7136424.40635;731084.52025;313.61735;3307;100;75;23;36;57;5;75;80.84258;100.280435;95.574428;99;3
3308;7136428.51118;731087.12141;313.73569;3308;100;70;10;35;52;4;75;171.81174;102.835124;103.71944;98;3
3309;7136431.76696;731089.26433;313.89772;3309;100;60;42;62;77;4;75;49.186646;62.784186;73.572318;98;2
3310;7136435.25692;731092.05655;317.28142;3310;100;40;12;14;19;4;15;144.987501;240.788355;264.990677;81;2
3311;7136437.34734;731094.20402;317.94758;3311;90;30;20;28;37;3;3;91.339022;125.82733;141.362603;59;1
3312;7136439.27119;731097.36181;315.30885;3312;30;30;4;14;21;3;7;413.229894;240.788355;240.788355;25;1
3313;7136441.5688;731099.93789;315.7505;3313;10;40;10;17;24;3;2;171.81174;200.213876;212.048099;3;1
3314;7136422.01437;731083.44716;324.4283;3314;100;75;46;69;86;5;75;45.854442;57.517155;67.010061;99;2
3315;7136422.49031;731076.79573;318.00232;3315;100;50;41;54;61;5;50;50.121288;70.475725;90.019797;96;2
3316;7136420.27204;731072.54063;320.16075;3316;100;70;44;49;53;4;70;47.444812;76.558319;101.967494;97;2
3317;7136420.58416;731070.2334;317.64674;3317;100;30;25;32;33;3;2;75.244478;111.457201;157.180337;94;2
3318;7136418.16064;731065.2965;317.31688;3318;45;15;15;20;24;3;4;118.163261;171.81174;212.048099;76;2
3319;7136418.36831;731061.45948;317.55513;3319;45;15;11;14;16;3;4;157.180337;240.788355;312.638997;64;2
